음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
발사믹 로스트 야채와 arugula 샐러드,"100g 로켓 잎
300g 고구마, 다진
300g 호박, 다진
200g 비트 뿌리, 다진
300g 호박, 다진
100g 붉은 양파, 다진
1 tsp.고추 조각
1 큰술.말린 로즈마리
마늘 정향
10g 참깨 씨앗
60g 아보카도, 슬라이스
15ml 엑스트라 버진 올리브 오일
25ml 발사믹 식초","지침
오븐을 180도까지 예열하고 베이킹 트레이를 베이킹 용지로 정렬하십시오.
고구마, 호박, 사탕무, 호박, 양파 및 마늘 정향을 트레이에 추가하십시오.상단 위에 발사믹 식초를 뿌립니다
고추 조각, 로즈마리 및 히말라야 소금으로 계절.오븐에서 야채를 25-30 분 동안 또는 황금빛 갈색까지 굽고 요리 할 때까지 굽습니다.
로켓을 두 그릇으로 나눕니다
구운 야채와 아보카도를 섞습니다
참깨 씨앗을 상단 위에 뿌립니다
올리브 오일을 상단 위로 이슬비하고 잘 섞습니다
내일의 남은 음식을 위해 두 번째 서빙을 서빙하고 냉장 보관하십시오.","서빙 크기 691g
칼로리 433 Cal
단백질 15.0g
지방, 총 18.0g
- 포화 된 3.1g
탄수화물 45.0g
- 설탕 29.2g
나트륨 90mg",https://cdn.f45training.com/strapi/uploads/2019/05/07120330/roast-vegetable-rocket-salad.jpg
바삭한 케일과 브로콜리 칩,"16 온스 브로콜리 (다진)
4.3 온스 케일 (Destemmed, 다진)
0.7 fl.oz (4 tsp.)
0.6 온스 참깨 씨앗
히말라야 소금
0.9 온스 영양 효모 플레이크","지침
오븐을 430 ° F로 예열하고 베이킹 트레이에 베이킹 용지로 정렬하십시오.
브로콜리와 케일을 트레이에 넣고 올리브 오일을 상단 위에 뿌립니다.참깨 씨앗과 영양 효모를 상단 위에 뿌립니다
히말라야 소금으로 계절.브로콜리와 케일을 오븐에서 15-20 분 동안 또는 황금빛 갈색과 바삭 바삭해질 때까지 굽습니다.화상을 피하기 위해 반쯤 돌리십시오
간식을 두 개의 서브로 나눕니다
오늘의 간식을 위해 서빙하고 내일 남은 내일을위한 두 번째 간식을 냉장
즐기다","서빙 크기 310g
칼로리 249 Cal
단백질 20.43g
지방, 총 12.50g
- 포화 된 1.87g
탄수화물 8.36g
- 설탕 2.43g
식이 섬유 13.59g
나트륨 153.54mg",https://cdn.f45training.com/strapi/uploads/2019/05/07110512/kale-and-broccoli-chips.jpg
당근 막대기를 곁들인 바삭 바삭한 땅콩 버터,"1.1 온스 땅콩 버터 (멸종되지 않음)
7.1 온스 당근 (막대기로 자릅니다)","지침
그릇에 땅콩 버터를 제공하고 당근을 땅콩 버터에 담그십시오.","서빙 크기 230g
칼로리 247 Cal
단백질 7.8g
지방, 총 15.1g
- 포화 2.6g
탄수화물 16.8g
- 설탕 14.9g
나트륨 105mg",https://cdn.f45training.com/strapi/uploads/2019/05/07105706/crunchy-peanut-butter-and-carrot-sticks.jpg
아보카도 스매쉬와 함께 두부 스크램블,"5.3 온스 실크 두부
1 티스푼 심황 가루
0.4 fl.oz 엑스트라 버진 올리브 오일
2.5 온스 아보카도 (매시)
1.8 온스 체리 토마토 (반으로 다진)
0.74 fl.오즈 레몬 주스, 갓 짜낸
1 히말라야 소금을 꼬집어
0.4 fl.oz 엑스트라 버진 올리브 오일 (Avo Mash 용)
1 x 1.34oz 전체 곡물 빵 슬라이스, 토스트","지침
두부 스크램블을 만들려면 중간 온도에서 스틱 튀김 팬에 올리브 오일을 가열하고 심황과 히말라야 소금과 후추로 실크 두부를 7 분 동안 요리하고 때때로 계란을 분해합니다.
요리하면 두부 계란을 그릇에 옮깁니다
별도의 그릇에 아보카도, 체리 토마토, 레몬 주스, 올리브 오일 및 히말라야 소금을 결합하십시오.
두부 스크램블과 토스트 옆에 아보카도 스매쉬를 추가하고 봉사하십시오.","서빙 크기 353g
칼로리 450 cal
단백질 14g
지방, 총 32g
- 포화 된 5g
탄수화물 19g
- 설탕 4g
- -정맥 섬유 13g
나트륨 332mg",https://cdn.f45training.com/strapi/uploads/2019/05/07103145/tofu-scramble-with-avocado-smash.jpg
단백질 땅콩 버터 스무디,"30G F45 연료 바닐라 단백질
130g 냉동 바나나
20G 땅콩 버터
300ml의 코코넛 밀크를 든다
얼음 1 컵","지침
모든 재료를 믹서기에 넣고 부드러워 질 때까지 혼합하십시오.
스무디를 큰 유리에 붓습니다
제공하다","서빙 크기 480g
칼로리 442 Cal
단백질 28.5g
지방, 총 19.7g
- 포화 9.6g
탄수화물 33.3g
- 설탕 20.1g
나트륨 138mg",https://cdn.f45training.com/strapi/uploads/2019/05/06151136/peanut-butter-banana-smoothie-.jpg
"마늘, 커민 및 아몬드 템페 스트립","10ml 엑스트라 버진 올리브 오일
마늘 정향 2 개, 다진
2 tsp.지상 커민
히말라야 소금 및 후추
160g Tempeh, 스트립으로 자릅니다
15G 100% 천연 아몬드 버터
100g 붉은 양배추, 파쇄
60g 당근, 강판
100g 오이, 잘게 썬다
2 tsp.(10ml) 적포도주 식초
5G 참깨 씨앗","지침
양배추 샐러드의 성분을 결합하고 따로 보관하십시오.
올리브 오일, 마늘, 커민을 각 소금과 후추의 크런치로 그릇에 넣습니다.템페를 넣고 잘 코팅하십시오.따로.
스틱이없는 프라이팬을 중간 열에 그리고 매리 네이드로 템페로 가열하십시오.양쪽에서 또는 요리 할 때까지 2-3 분 동안 요리하십시오.
옆에 양배추 샐러드가 달린 접시에 Tempeh를 추가하십시오.아몬드 버터를 곁들인 템페를 제공합니다.","서빙 크기 469g
칼로리 526 Cal
단백질 32.5g
지방, 총 29.9g
- 포화 된 3.6g
탄수화물 26.6g
- 설탕 9.8g
나트륨 78mg",https://cdn.f45training.com/strapi/uploads/2019/05/06141306/garlic-cumin-and-almond-tempeh-strips.jpg
감귤 타 히니와 함께 허브 검은 콩 퀴 노아,"2.5 온스 퀴 노아 (헹굼, 요리되지 않은)
10 fl.oz 물 (퀴 노아 용)
8.9 온스 통조림 검은 콩 (배수)
3.6 온스 빨간색 피망 (깍둑 썰기)
2.9 온스 체리 토마토 (반으로 얇게 썬)
2.5 온스 베이비 시금치 잎 (대략 다진)
0.6 온스 실란트로 (다진)
0.6 온스 파슬리 (다진)
1 히말라야 소금과 후추를 꼬집어
감귤 타 히니
0.6 fl.oz 엑스트라 버진 올리브 오일 (3 tsp)
1.1 온스 타 히니
0.5fl.오즈 라임 주스, 갓 짜낸
1 히말라야 소금을 꼬집어","지침
감귤 타 히니의 성분을 결합하여 따로 보관하십시오.
작은 냄비에 물을 끓여 퀴 노아를 넣으십시오.요리하고 물이 흡수 될 때까지 10 분 동안 덮고 요리하십시오.
검은 콩, 피망, 체리 토마토, 시금치 및 허브를 저어줍니다.소금과 후추로 맛을 맛보십시오.
감귤 타 히니로 이슬비를 내고 저어줍니다.
두 부분으로 나눕니다.오늘 점심 식사를 위해 한 부분을 제공하고 내일의 남은 음식을 위해 남은 부분을 냉장 보관하십시오.","서빙 크기 332g
칼로리 453 Cal
단백질 20.2g
지방, 총 19.4g
- 포화 2.7g
탄수화물 45.1g
- 설탕 5.7g
나트륨 119mg",https://cdn.f45training.com/strapi/uploads/2019/05/06125251/herbed-black-bean-quinoa.jpg
두부 스테이크와 함께 허브 고구마와 브로콜리 칩,"7.1 온스 고구마 (요리되지 않은, 칩으로 얇게 썬)
5.7 온스 브로콜리 (Florets)
2.2 온스 붉은 양파 (다진)
0.4 fl.oz 엑스트라 버진 올리브 오일 (2 tsp.)
1 큰술 말린 이탈리아 허브
3.6 온스 회사 두부 (요리되지 않은, 슬라이스)
0.2 온스 통 곡물 겨자 (1 tsp.)
1 히말라야 소금을 꼬집어","지침
오븐을 350˚F로 예열하고 베이킹 트레이에 베이킹 용지로 줄을 긋습니다.
고구마와 양파를 트레이에 넣고 이탈리아 허브를 뿌립니다.오븐에서 고구마를 10 분 동안 굽습니다.
오븐에서 제거하고 브로콜리를 베이킹 트레이에 첨가하십시오.올리브 오일의 절반을 곁들인 고구마와 브로콜리를 뿌리고 히말라야 소금으로 계절을냅니다.오븐에서 추가로 10 분 동안 굽습니다.오븐에서 제거하고 따로 보관하십시오.
스틱이없는 팬에 남은 올리브 오일을 중간 열에 가열하고 양쪽에 3-4 분 동안 또는 두부가 황금빛 갈색이 될 때까지 통 곡물 겨자로 두부를 요리하십시오.
요리 된 고구마와 브로콜리 옆에 두부를 제공하십시오.","서빙 크기 545g
칼로리 448 Cal
단백질 25.8g
지방, 총 17.9g
- 포화 2.6g
탄수화물 38.6g
- 설탕 15.2g
나트륨 197mg",https://cdn.f45training.com/strapi/uploads/2019/05/06115507/broccoli-and-sweet-potato-chips-with-tofu-steak.jpg
크림 아보카도와 그린 피 펜네,"3.9 온스 통로 펜네 파스타
3.2 온스 냉동 녹색 완두콩 (해동)
2.9 온스 브라운 양파 (깍둑 썰기)
1.8 온스 베이비 시금치 잎
1.8 온스 체리 토마토 (반으로 얇게 썬)
0.3 fl.oz 엑스트라 버진 올리브 오일 (1.5 tsp. (요리 용)
0.3 fl.oz 엑스트라 버진 올리브 오일 (아보카도 소스)
1.1 fl.oz 물 (아보카도 소스)
3.6 온스 아보카도 (슬라이스 (아보카도 소스)
0.8 온스 바질 (신선한, 다진, 아보카도 소스)
0.4 온스 파슬리 (신선한, 다진, 아보카도 소스)
0.8 온스 파인 너트 (아보카도 소스)
1fl.oz 신선하게 짜낸 레몬 주스 (아보카도 소스)
마늘 정향 1 개 (다진 (아보카도 소스)
1 히말라야 소금과 후추를 꼬집어","지침
파스타를 요리하려면 물을 가져와 중간 열에 냄비에 끓입니다.파스타를 넣고 10 분 동안 또는 부드러워 질 때까지 요리하십시오.
물을 배수하고 파스타를 큰 그릇으로 옮깁니다.
아보카도 소스를 만들기 위해;중간 믹싱 보울에서 얇게 썬 아보카도를 넣고 포크로 매쉬하십시오.올리브 오일, 물, 바질, 파슬리, 소나무 너트, 레몬 주스 및 마늘을 넣으십시오.잘 결합 될 때까지 섞으십시오.
중간 열에 중간 냄비에 남은 올리브 오일을 첨가하십시오.양파, 녹색 완두콩 및 시금치를 넣으십시오.2-3 분 동안 함께 볶습니다.
조리 된 파스타, 체리 토마토 및 아보카도 크림 소스를 섞습니다.저열로 3-5 분 더 요리하십시오.히말라야 소금과 후추로 계절.
크림 같은 녹색 완두콩과 아보카도 파스타를 2 인분으로 나눕니다.
내일 저녁 식사를 위해 두 번째 서빙을 요리하고 냉장하십시오.","서빙 크기 309g
칼로리 445 Cal
단백질 13.72g
지방, 총 22.22g
- 포화 된 3.13g
탄수화물 39.08g
- 설탕 6.34g
식이 섬유 17.36g
나트륨 107.59mg",https://cdn.f45training.com/strapi/uploads/2019/05/06112522/creamy-green-pea-avocado-penne.jpg
Lentil Alla Norma Zoodles,"0.4 fl.oz 엑스트라 버진 올리브 오일 (2 tsp.)
3.6 온스 갈색 양파 (깍둑 썰기)
마늘 정향 2 개 (다진)
12 온스 가지 (깍둑 썰기)
13 온스 통조림 브라운 렌즈 콩 (배수)
8.9 온스 통조림 다진 토마토
8.5 fl.oz 통조림 코코넛 밀크
8.5 fl.oz 물
0.4 온스 바질 (대략 다진)
1 히말라야 소금과 후추를 꼬집어
18 온스 호박 (나선형)","지침
큰 프라이팬 팬에 오일을 중간 정도에서 높은 열에 가열합니다.
양파, 마늘, 가지 및 소테를 2-3 분 동안 또는 캐러멜이 될 때까지 첨가하십시오.
렌즈 콩, 깍둑 썰은 토마토, 코코넛 밀크 및 물을 첨가하십시오.끓인 다음 8 분 동안 끓인 또는 소스가 두껍게 될 때까지 줄입니다.바질 잎을 저어 넣고 소금과 후추로 맛을 내십시오.
나선형 호박을 넣고 1 분 동안 또는 요리 할 때까지 저어줍니다.
두 부분으로 나눕니다.오늘 밤 저녁으로 절반을 제공하고 내일의 남은 음식을 위해 남은 부분을 냉장 보관하십시오.
** 참고 : 대안으로, 호박 국수를 별도의 냄비에 끓여서 렌즈 콩 혼합물로 얹을 수 있습니다.","서빙 크기 1055g
칼로리 439 Cal
단백질 19.8g
지방, 총 17.4g
- 포화 10.3g
탄수화물 43.5g
- 설탕 19.2g
나트륨 587mg",https://cdn.f45training.com/strapi/uploads/2019/05/06120800/lentils-alla-norma.jpg
Tempeh는 현미를 곁들인 버섯을 박제했습니다,"5.3 온스 Tempeh (요리되지 않은, 다진)
1.5 온스 현미 (요리되지 않은)
2.2 온스 갈색 양파 (깍둑 썰기)
0.4 fl.oz 엑스트라 버진 올리브 오일
21 온스 포르토벨로 버섯
11 온스 녹두 (다진)
1.8 온스 케일 (파쇄)
1.3 온스 유제품이없는 치즈
1 큰술 말린 이탈리아 허브
마늘 정향 1 개 (으깬)","지침
현미를 만들려면 중간 온도에서 냄비에 400ml의 물을 끓여 25 분 동안 또는 쌀이 팽창 할 때까지 현미를 요리하십시오.일단 요리 한 후에
붙지 않는 튀김 팬에 올리브 오일 10ml를 가열하고 양파를 1 분간 마늘로 볶습니다.
Tempeh, Green Beans 및 Kale에 섞어 이탈리아 허브와 계절을 보냅니다.7-10 분 동안 또는 야채와 템페가 요리 될 때까지 요리
오븐을 350도까지 예열하고 베이킹 트레이를 베이킹 용지로 줄이십시오.
버섯을 트레이 위에 놓고 올리브 오일 5ml를 상단 위에 뿌린다.
템페 채우기로 각 버섯을 채우고 치즈를 상단 위에 뿌립니다.
템페 박제 버섯을 오븐에서 10 분 동안 또는 버섯이 황금빛 갈색으로 변할 때까지 굽습니다.
두 접시 사이에 현미를 나누고 쌀 옆에 박제 된 버섯을 제공합니다.
접시를 요리하고 내일 점심을 위해 두 번째 식사를 냉장 보관하십시오.","서빙 크기 629g
칼로리 457 Cal
단백질 31g
지방, 총 18g
- 포화 된 4g
탄수화물 31g
- 설탕 9g
-정맥 섬유 17g
나트륨 639mg",https://cdn.f45training.com/strapi/uploads/2019/05/06103349/tempeh-stuffed-mushrooms.jpg
녹색 타 히니 소스를 곁들인 구운 야채,"11 온스 호박 (다진)
11 온스 가지 (다진)
7.1 온스 당근 (다진)
11 온스 사탕무 (다진)
11 온스 고구마 (다진)
2.5 온스 붉은 양파 (다진)
0.4 fl.oz (구운 야채)
0.4 온스 해바라기 커널
0.8 온스 타 히니 (녹색 타히니 소스)
0.6fl.oz.레몬 주스.갓 짜낸 (녹색 타히니 소스)
0.4 온스 코코넛 요구르트 (녹색 타히니 소스)
0.2 온스 민트 (녹색 타히니 소스)
0.2 온스 파슬리 (녹색 타히니 소스)
0.2 fl.oz (녹색 타히니 소스)
마늘 정향 1 개 (으깬 (녹색 타히니 소스))","지침
오븐을 356도 F로 예열하고 베이킹 트레이를 베이킹 용지로 정렬하십시오.
호박, 고구마, 양파, 가지, 당근 및 비트 뿌리를 트레이에 추가하십시오.올리브 오일을 작은 그릇에 붓고 생과자 브러시를 사용하여 야채 위에 올리브 오일을 닦으십시오.히말라야 소금으로 계절.오븐에서 야채를 20-30 분 동안 또는 황금빛 갈색까지 굽습니다.요리하면 오븐에서 제거하십시오
모든 녹색 타 히니 소스 성분을 작고 깊은 접시에 넣고 핸드 블렌더를 사용하여 재료를 함께 혼합하십시오.따로
구운 야채를 두 개의 서빙으로 나눕니다.녹색 타 히니 소스의 절반을 야채 위에 붓고 해바라기 씨앗의 절반을 상단 위에 뿌립니다.
나머지 야채와 녹색 타히니 소스를 냉장하고 내일의 남은 음식을 위해 식료품 저장실에 해바라기 씨앗을 보관하십시오.","서빙 크기 780g
칼로리 441 Cal
단백질 13.2g
지방, 총 16.9g
- 포화 2.1g
탄수화물 49.6g
- 설탕 36.1g
나트륨 171mg",https://cdn.f45training.com/strapi/uploads/2019/05/03162814/roasted-veggies-with-garlic-greens.jpg
"아보카도, 체리 토마토 및 두부 샐러드","1 x 1.34oz 전체 곡물 빵 조각
0.5 fl.oz 엑스트라 버진 올리브 오일
3.6 온스 회사 두부 (깍둑 썰기)
0.4 온스 대마 하트/씨앗
1 티스푼 심황 가루
3.2 온스 체리 토마토 (절반)
2.2 온스 베이비 시금치 잎
1.5 온스 아보카도 (슬라이스)
0.4 fl.oz 브라운 발사믹 식초
1 히말라야 소금과 후추를 꼬집어","지침
황금빛까지 빵을 토스트하고 좋아합니다.도마로 옮기고 올리브 오일의 절반으로 이슬비를 내립니다.크루톤 사각형으로 자릅니다.소금과 후추로 양념하고 따로 보관하십시오.
작은 프라이팬을 중간 열에 가열하십시오.남은 올리브 오일, 두부, 대마 씨앗 및 심황을 첨가하고 요리하고 요리하고 자주 저어 4 분 동안 또는 두부가 요리 될 때까지 저어줍니다.
조리 된 두부를 크루통, 토마토, 시금치 및 아보카도와 함께 그릇에 넣고 잘 던지십시오.발사믹 식초로 이슬비를 내고 소금과 후추로 간을합니다.
제공하다.","서빙 크기 346g
칼로리 460 Cal
단백질 23g
지방, 총 30g
- 포화 된 4g
탄수화물 19g
- 설탕 5g
- -정맥 섬유 13g
나트륨 374mg",https://cdn.f45training.com/strapi/uploads/2019/05/03164013/avocado-cherry-tomato-and-crouton-salad.jpg
바삭 바삭한 단백질 쉐이크,"1.3 온스 PI 영양 바닐라 유청 분리 (또는 식물 기반 대안)
0.4 온스 Buckinis 또는 롤 귀리
0.3 온스 아몬드 (다진)
4.1 fl.oz 무가당 아몬드 우유
4.4 fl.oz 물
2.5 온스 얼음","지침
모든 재료를 믹서기에 추가하고 5 초 동안 블리츠를 추가하십시오.
쉐이크를 유리 컵에 붓고 서빙하십시오","서빙 크기 378g
칼로리 249cal
단백질 32.53g
지방, 총 7.82g
- 포화 0.96g
탄수화물 9.40g
- 설탕 3.33g
나트륨 119.52mg",https://cdn.f45training.com/strapi/uploads/2019/05/03154347/crunchy-almond-shake.jpg
Choccy 요구르트의 즐거움,"3.9 온스 무가당 코코넛 요구르트
0.3 온스 카카오 분말
0.3 온스 아몬드 플레이크
0.3 온스 카카오 펜촉","지침
요거트와 카카오 가루를 그릇에 넣습니다
아몬드 플레이크와 카카오 펜촉을 뿌린다
제공하다","서빙 크기 131g
칼로리 253 Cal
단백질 9.9g
지방, 총 14.2g
- 포화 5.4g
탄수화물 19.7g
- 설탕 11.5g
나트륨 73mg",https://cdn.f45training.com/strapi/uploads/2019/05/03152305/chocolate-yoghurt-delight.jpg
